event_id,timestamp,hostname,user_account,process_name,event_type,file_modified,network_connection,event_severity,raw_message,hour_of_day,day_of_week,is_weekend,is_after_hours,is_external_ip,severity_encoded,event_type_encoded,is_suspicious_process,is_encrypted,is_anomaly,anomaly_score
10175,2025-09-28 06:05:29,WORKSTATION-006,mjones,word.exe,process_creation,C:\Users\report_26.docx,,Low,Normal activity on WORKSTATION-009,6,Sunday,1,1,1,2,3,0,0,0,-0.4501484012146629
10200,2025-09-28 06:09:57,WORKSTATION-005,akumar,chrome.exe,file_access,,,Low,Normal activity on WORKSTATION-009,6,Sunday,1,1,1,2,0,0,0,0,-0.4501484012146629
10078,2025-09-28 06:27:56,WORKSTATION-009,jsmith,word.exe,network_connection,,,Low,Normal activity on WORKSTATION-010,6,Sunday,1,1,1,2,2,0,0,0,-0.4501484012146629
10167,2025-09-28 06:55:02,WORKSTATION-010,mjones,word.exe,process_creation,,,Low,Normal activity on WORKSTATION-007,6,Sunday,1,1,1,2,3,0,0,0,-0.4501484012146629
10053,2025-09-28 07:05:55,WORKSTATION-005,mjones,explorer.exe,file_access,C:\Users\report_45.docx,,Low,Normal activity on WORKSTATION-001,7,Sunday,1,1,1,2,0,0,0,0,-0.4571058963912512
10086,2025-09-28 07:46:51,WORKSTATION-002,mjones,explorer.exe,file_modification,,,Low,Normal activity on WORKSTATION-002,7,Sunday,1,1,1,2,1,0,0,0,-0.4571058963912512
10108,2025-09-28 07:53:58,WORKSTATION-002,mjones,word.exe,file_modification,,,Medium,Normal activity on WORKSTATION-010,7,Sunday,1,1,1,3,1,0,0,0,-0.5313838977651552
10199,2025-09-28 07:58:10,WORKSTATION-001,akumar,excel.exe,network_connection,,,Medium,Normal activity on WORKSTATION-005,7,Sunday,1,1,1,3,2,0,0,0,-0.5313838977651552
10149,2025-09-28 08:39:59,WORKSTATION-008,jsmith,explorer.exe,network_connection,,,Low,Normal activity on WORKSTATION-001,8,Sunday,1,0,1,2,2,0,0,0,-0.4750028210734532
10097,2025-09-28 08:48:05,WORKSTATION-002,jsmith,excel.exe,process_creation,,,Low,Normal activity on WORKSTATION-009,8,Sunday,1,0,1,2,3,0,0,0,-0.4750028210734532
10135,2025-09-28 09:27:16,WORKSTATION-004,jsmith,chrome.exe,file_access,,,Medium,Normal activity on WORKSTATION-009,9,Sunday,1,0,1,3,0,0,0,0,-0.506545566847435
10145,2025-09-28 09:56:53,WORKSTATION-010,akumar,word.exe,file_modification,C:\Users\report_38.docx,,Medium,Normal activity on WORKSTATION-006,9,Sunday,1,0,1,3,1,0,0,0,-0.506545566847435
10074,2025-09-28 09:58:17,WORKSTATION-009,jsmith,word.exe,file_access,C:\Users\report_95.docx,,Low,Normal activity on WORKSTATION-001,9,Sunday,1,0,1,2,0,0,0,0,-0.4672240050518132
10083,2025-09-28 10:14:10,WORKSTATION-005,mjones,outlook.exe,network_connection,C:\Users\report_58.docx,,Low,Normal activity on WORKSTATION-006,10,Sunday,1,0,1,2,2,0,0,0,-0.4458826591321293
10140,2025-09-28 10:32:01,WORKSTATION-002,jsmith,outlook.exe,network_connection,C:\Users\report_19.docx,192.168.1.15,Low,Normal activity on WORKSTATION-008,10,Sunday,1,0,0,2,2,0,0,0,-0.5318616485899998
10047,2025-09-28 10:43:47,WORKSTATION-008,mjones,excel.exe,file_access,C:\Users\report_31.docx,,Low,Normal activity on WORKSTATION-009,10,Sunday,1,0,1,2,0,0,0,0,-0.4458826591321293
10065,2025-09-28 10:51:05,WORKSTATION-010,jsmith,chrome.exe,process_creation,,,Low,Normal activity on WORKSTATION-009,10,Sunday,1,0,1,2,3,0,0,0,-0.4458826591321293
10136,2025-09-28 10:55:13,WORKSTATION-001,akumar,chrome.exe,network_connection,,,Medium,Normal activity on WORKSTATION-010,10,Sunday,1,0,1,3,2,0,0,0,-0.4995014329325869
10023,2025-09-28 11:05:15,WORKSTATION-003,akumar,explorer.exe,file_modification,,,Low,Normal activity on WORKSTATION-007,11,Sunday,1,0,1,2,1,0,0,0,-0.4489076674449776
10046,2025-09-28 11:41:50,WORKSTATION-008,akumar,excel.exe,network_connection,,,Medium,Normal activity on WORKSTATION-005,11,Sunday,1,0,1,3,2,0,0,0,-0.48179465404957084
10166,2025-09-28 12:16:14,WORKSTATION-001,jsmith,explorer.exe,file_access,C:\Users\report_99.docx,,Medium,Normal activity on WORKSTATION-004,12,Sunday,1,0,1,3,0,0,0,0,-0.4714466541739818
10057,2025-09-28 12:21:17,WORKSTATION-001,mjones,outlook.exe,file_access,,,Low,Normal activity on WORKSTATION-008,12,Sunday,1,0,1,2,0,0,0,0,-0.4501821578208085
10007,2025-09-28 12:24:01,WORKSTATION-006,mjones,excel.exe,network_connection,,,Medium,Normal activity on WORKSTATION-009,12,Sunday,1,0,1,3,2,0,0,0,-0.4714466541739818
10126,2025-09-28 12:50:52,WORKSTATION-008,akumar,word.exe,process_creation,C:\Users\report_81.docx,,Low,Normal activity on WORKSTATION-002,12,Sunday,1,0,1,2,3,0,0,0,-0.4501821578208085
10092,2025-09-28 13:08:34,WORKSTATION-005,mjones,outlook.exe,network_connection,C:\Users\report_26.docx,192.168.1.40,Low,Normal activity on WORKSTATION-004,13,Sunday,1,0,0,2,2,0,0,0,-0.5172310205581435
10059,2025-09-28 13:19:16,WORKSTATION-005,jsmith,explorer.exe,process_creation,C:\Users\report_32.docx,,Medium,Normal activity on WORKSTATION-010,13,Sunday,1,0,1,3,3,0,0,0,-0.48817757816667096
10080,2025-09-28 13:55:06,WORKSTATION-004,mjones,word.exe,file_access,,,Low,Normal activity on WORKSTATION-008,13,Sunday,1,0,1,2,0,0,0,0,-0.46349119116042026
10072,2025-09-28 14:30:27,WORKSTATION-010,jsmith,excel.exe,file_access,,,Low,Normal activity on WORKSTATION-003,14,Sunday,1,0,1,2,0,0,0,0,-0.4627042571069252
10079,2025-09-28 14:31:13,WORKSTATION-008,jsmith,outlook.exe,file_modification,C:\Users\report_57.docx,192.168.1.41,Low,Normal activity on WORKSTATION-001,14,Sunday,1,0,0,2,1,0,0,0,-0.5411413975198782
10030,2025-09-28 14:56:47,WORKSTATION-005,mjones,word.exe,network_connection,,,Medium,Normal activity on WORKSTATION-003,14,Sunday,1,0,1,3,2,0,0,0,-0.5096302019786529
10160,2025-09-28 14:58:04,WORKSTATION-003,akumar,chrome.exe,file_access,C:\Users\report_18.docx,,Low,Normal activity on WORKSTATION-001,14,Sunday,1,0,1,2,0,0,0,0,-0.4627042571069252
10081,2025-09-28 15:19:56,WORKSTATION-003,akumar,outlook.exe,process_creation,,,Low,Normal activity on WORKSTATION-004,15,Sunday,1,0,1,2,3,0,0,0,-0.4721108420244287
10110,2025-09-28 15:26:56,WORKSTATION-009,jsmith,excel.exe,network_connection,C:\Users\report_53.docx,,Low,Normal activity on WORKSTATION-007,15,Sunday,1,0,1,2,2,0,0,0,-0.4721108420244287
10107,2025-09-28 15:44:23,WORKSTATION-009,akumar,explorer.exe,file_access,C:\Users\report_52.docx,,Low,Normal activity on WORKSTATION-008,15,Sunday,1,0,1,2,0,0,0,0,-0.4721108420244287
